angry0,angry1,angry2,angry3,box0,box1,box2,box3,disgust0,disgust1,disgust2,disgust3,fear0,fear1,fear2,fear3,happy0,happy1,happy2,happy3,neutral0,neutral1,neutral2,neutral3,sad0,sad1,sad2,sad3,surprise0,surprise1,surprise2,surprise3
0.42,,,,"[55, 242, 107, 133]",,,,0.0,,,,0.05,,,,0.03,,,,0.43,,,,0.04,,,,0.03,,,
0.43,0.01,,,"[56, 242, 105, 134]","[284, 614, 11, 13]",,,0.0,0.0,,,0.08,0.1,,,0.03,0.85,,,0.38,0.02,,,0.05,0.02,,,0.03,0.01,,
0.29,,,,"[55, 243, 108, 136]",,,,0.0,,,,0.24,,,,0.03,,,,0.34,,,,0.05,,,,0.05,,,
0.25,,,,"[55, 242, 109, 137]",,,,0.0,,,,0.32,,,,0.02,,,,0.24,,,,0.04,,,,0.13,,,
0.25,,,,"[54, 242, 110, 137]",,,,0.0,,,,0.33,,,,0.02,,,,0.23,,,,0.04,,,,0.13,,,
0.27,,,,"[55, 242, 109, 137]",,,,0.0,,,,0.29,,,,0.01,,,,0.3,,,,0.05,,,,0.08,,,
0.3,,,,"[55, 243, 108, 135]",,,,0.0,,,,0.26,,,,0.02,,,,0.33,,,,0.06,,,,0.04,,,
0.3,0.01,,,"[55, 242, 108, 136]","[283, 613, 12, 16]",,,0.0,0.0,,,0.26,0.18,,,0.02,0.6,,,0.3,0.11,,,0.04,0.04,,,0.08,0.06,,
0.34,0.02,,,"[55, 242, 107, 135]","[283, 613, 13, 15]",,,0.0,0.0,,,0.29,0.12,,,0.01,0.74,,,0.23,0.03,,,0.06,0.06,,,0.06,0.02,,
0.28,,,,"[55, 242, 107, 134]",,,,0.0,,,,0.21,,,,0.03,,,,0.38,,,,0.03,,,,0.07,,,
0.27,,,,"[55, 242, 107, 134]",,,,0.0,,,,0.21,,,,0.03,,,,0.38,,,,0.03,,,,0.07,,,
0.25,,,,"[55, 242, 107, 134]",,,,0.0,,,,0.21,,,,0.03,,,,0.42,,,,0.04,,,,0.06,,,
0.23,,,,"[55, 242, 107, 134]",,,,0.0,,,,0.22,,,,0.04,,,,0.42,,,,0.03,,,,0.06,,,
0.23,,,,"[55, 242, 107, 134]",,,,0.0,,,,0.21,,,,0.05,,,,0.41,,,,0.03,,,,0.07,,,
0.29,,,,"[54, 241, 108, 135]",,,,0.0,,,,0.29,,,,0.03,,,,0.28,,,,0.04,,,,0.06,,,
0.19,,,,"[55, 240, 107, 136]",,,,0.0,,,,0.28,,,,0.07,,,,0.35,,,,0.03,,,,0.09,,,
0.19,,,,"[55, 240, 107, 136]",,,,0.0,,,,0.28,,,,0.07,,,,0.35,,,,0.03,,,,0.09,,,
0.17,,,,"[56, 245, 108, 131]",,,,0.0,,,,0.3,,,,0.03,,,,0.35,,,,0.07,,,,0.08,,,
0.29,,,,"[55, 240, 107, 135]",,,,0.0,,,,0.39,,,,0.03,,,,0.11,,,,0.03,,,,0.14,,,
0.24,,,,"[54, 241, 108, 137]",,,,0.0,,,,0.28,,,,0.03,,,,0.33,,,,0.03,,,,0.08,,,
0.33,,,,"[56, 249, 103, 132]",,,,0.0,,,,0.42,,,,0.01,,,,0.12,,,,0.09,,,,0.04,,,
0.2,,,,"[56, 251, 105, 134]",,,,0.0,,,,0.31,,,,0.01,,,,0.27,,,,0.19,,,,0.02,,,
0.19,,,,"[56, 251, 104, 134]",,,,0.0,,,,0.38,,,,0.0,,,,0.18,,,,0.23,,,,0.01,,,
0.15,,,,"[56, 251, 105, 136]",,,,0.0,,,,0.29,,,,0.01,,,,0.33,,,,0.19,,,,0.03,,,
0.17,,,,"[58, 255, 104, 134]",,,,0.0,,,,0.23,,,,0.01,,,,0.34,,,,0.23,,,,0.02,,,
0.19,,,,"[59, 256, 103, 131]",,,,0.0,,,,0.28,,,,0.0,,,,0.15,,,,0.38,,,,0.01,,,
0.22,,,,"[59, 254, 103, 132]",,,,0.0,,,,0.23,,,,0.0,,,,0.1,,,,0.45,,,,0.01,,,
0.09,,,,"[58, 253, 103, 131]",,,,0.0,,,,0.2,,,,0.01,,,,0.38,,,,0.32,,,,0.01,,,
0.09,,,,"[58, 253, 103, 131]",,,,0.0,,,,0.19,,,,0.01,,,,0.38,,,,0.33,,,,0.01,,,
0.12,,,,"[59, 251, 104, 131]",,,,0.0,,,,0.19,,,,0.01,,,,0.35,,,,0.32,,,,0.01,,,
0.24,,,,"[61, 252, 101, 129]",,,,0.0,,,,0.16,,,,0.01,,,,0.35,,,,0.23,,,,0.01,,,
0.41,,,,"[61, 249, 102, 133]",,,,0.0,,,,0.18,,,,0.01,,,,0.15,,,,0.25,,,,0.01,,,
0.32,,,,"[60, 242, 101, 136]",,,,0.0,,,,0.2,,,,0.01,,,,0.31,,,,0.16,,,,0.0,,,
0.18,,,,"[58, 239, 105, 137]",,,,0.0,,,,0.12,,,,0.06,,,,0.56,,,,0.06,,,,0.02,,,
0.16,,,,"[58, 239, 105, 137]",,,,0.0,,,,0.12,,,,0.06,,,,0.59,,,,0.06,,,,0.02,,,
0.27,,,,"[57, 237, 105, 132]",,,,0.0,,,,0.14,,,,0.02,,,,0.49,,,,0.05,,,,0.03,,,
0.17,,,,"[56, 235, 104, 127]",,,,0.0,,,,0.04,,,,0.04,,,,0.7,,,,0.03,,,,0.02,,,
0.17,,,,"[54, 231, 106, 132]",,,,0.0,,,,0.04,,,,0.02,,,,0.73,,,,0.02,,,,0.01,,,
0.32,,,,"[53, 230, 107, 130]",,,,0.0,,,,0.21,,,,0.03,,,,0.32,,,,0.05,,,,0.06,,,
0.23,,,,"[54, 231, 105, 128]",,,,0.0,,,,0.35,,,,0.03,,,,0.25,,,,0.06,,,,0.07,,,
0.26,,,,"[53, 232, 106, 127]",,,,0.0,,,,0.3,,,,0.03,,,,0.28,,,,0.06,,,,0.08,,,
0.31,,,,"[53, 231, 106, 127]",,,,0.0,,,,0.41,,,,0.01,,,,0.13,,,,0.06,,,,0.08,,,
0.24,,,,"[53, 230, 106, 132]",,,,0.0,,,,0.38,,,,0.01,,,,0.09,,,,0.05,,,,0.23,,,
0.28,,,,"[54, 229, 107, 128]",,,,0.0,,,,0.1,,,,0.02,,,,0.48,,,,0.04,,,,0.09,,,
0.35,,,,"[54, 229, 108, 128]",,,,0.0,,,,0.06,,,,0.03,,,,0.5,,,,0.04,,,,0.03,,,
0.25,,,,"[56, 229, 106, 127]",,,,0.0,,,,0.12,,,,0.02,,,,0.45,,,,0.07,,,,0.1,,,
0.3,,,,"[55, 231, 106, 128]",,,,0.0,,,,0.18,,,,0.03,,,,0.38,,,,0.06,,,,0.06,,,
0.27,,,,"[55, 230, 106, 129]",,,,0.0,,,,0.37,,,,0.02,,,,0.14,,,,0.04,,,,0.17,,,
0.23,,,,"[56, 231, 106, 128]",,,,0.0,,,,0.47,,,,0.01,,,,0.1,,,,0.07,,,,0.12,,,
0.16,,,,"[57, 230, 106, 132]",,,,0.0,,,,0.59,,,,0.01,,,,0.07,,,,0.06,,,,0.11,,,
0.13,,,,"[58, 230, 108, 136]",,,,0.0,,,,0.54,,,,0.01,,,,0.13,,,,0.06,,,,0.13,,,
0.21,,,,"[59, 234, 104, 130]",,,,0.0,,,,0.37,,,,0.01,,,,0.25,,,,0.1,,,,0.06,,,
0.22,,,,"[59, 234, 104, 129]",,,,0.0,,,,0.33,,,,0.01,,,,0.29,,,,0.09,,,,0.07,,,
0.22,,,,"[59, 233, 105, 131]",,,,0.0,,,,0.4,,,,0.02,,,,0.23,,,,0.06,,,,0.07,,,
0.27,,,,"[59, 233, 106, 129]",,,,0.0,,,,0.33,,,,0.02,,,,0.18,,,,0.04,,,,0.16,,,
0.27,,,,"[61, 233, 104, 128]",,,,0.0,,,,0.28,,,,0.04,,,,0.23,,,,0.04,,,,0.15,,,
0.2,,,,"[61, 231, 105, 131]",,,,0.0,,,,0.47,,,,0.03,,,,0.12,,,,0.03,,,,0.15,,,
0.15,,,,"[60, 231, 106, 133]",,,,0.0,,,,0.49,,,,0.04,,,,0.09,,,,0.04,,,,0.18,,,
0.15,,,,"[60, 231, 106, 136]",,,,0.0,,,,0.51,,,,0.03,,,,0.1,,,,0.06,,,,0.16,,,
0.21,,,,"[60, 232, 107, 133]",,,,0.0,,,,0.42,,,,0.03,,,,0.16,,,,0.05,,,,0.14,,,
0.07,,,,"[62, 237, 107, 126]",,,,0.0,,,,0.21,,,,0.04,,,,0.37,,,,0.02,,,,0.29,,,
0.27,,,,"[60, 232, 106, 130]",,,,0.0,,,,0.25,,,,0.08,,,,0.26,,,,0.05,,,,0.09,,,
0.24,,,,"[60, 231, 107, 131]",,,,0.0,,,,0.45,,,,0.04,,,,0.11,,,,0.04,,,,0.13,,,
0.23,0.01,,,"[61, 231, 106, 131]","[283, 613, 12, 16]",,,0.0,0.0,,,0.37,0.21,,,0.07,0.57,,,0.21,0.11,,,0.06,0.05,,,0.06,0.05,,
0.26,,,,"[60, 231, 106, 131]",,,,0.0,,,,0.42,,,,0.06,,,,0.09,,,,0.03,,,,0.13,,,
0.22,,,,"[61, 231, 106, 131]",,,,0.0,,,,0.32,,,,0.11,,,,0.22,,,,0.04,,,,0.08,,,
0.19,,,,"[60, 231, 107, 132]",,,,0.0,,,,0.47,,,,0.09,,,,0.08,,,,0.03,,,,0.13,,,
0.17,,,,"[61, 231, 105, 132]",,,,0.0,,,,0.51,,,,0.08,,,,0.06,,,,0.03,,,,0.14,,,
0.25,,,,"[62, 233, 103, 131]",,,,0.0,,,,0.21,,,,0.12,,,,0.27,,,,0.06,,,,0.1,,,
0.18,0.02,,,"[62, 233, 104, 131]","[283, 613, 13, 15]",,,0.0,0.0,,,0.33,0.12,,,0.08,0.75,,,0.22,0.03,,,0.04,0.05,,,0.15,0.03,,
0.22,0.06,,,"[62, 233, 103, 131]","[283, 612, 13, 18]",,,0.0,0.01,,,0.19,0.34,,,0.12,0.28,,,0.31,0.14,,,0.04,0.15,,,0.12,0.02,,
0.18,,,,"[62, 233, 104, 131]",,,,0.0,,,,0.29,,,,0.08,,,,0.27,,,,0.04,,,,0.14,,,
0.18,0.02,,,"[62, 233, 104, 131]","[282, 612, 14, 16]",,,0.0,0.0,,,0.3,0.17,,,0.07,0.54,,,0.22,0.11,,,0.03,0.06,,,0.19,0.1,,
0.15,,,,"[63, 233, 103, 131]",,,,0.0,,,,0.37,,,,0.09,,,,0.17,,,,0.04,,,,0.19,,,
0.13,,,,"[63, 233, 103, 131]",,,,0.0,,,,0.27,,,,0.13,,,,0.34,,,,0.05,,,,0.08,,,
0.12,,,,"[64, 234, 103, 132]",,,,0.0,,,,0.23,,,,0.05,,,,0.46,,,,0.12,,,,0.01,,,
0.15,0.05,,,"[64, 234, 102, 131]","[282, 610, 14, 17]",,,0.0,0.0,,,0.28,0.3,,,0.05,0.45,,,0.4,0.09,,,0.1,0.06,,,0.01,0.04,,
0.16,,,,"[66, 237, 102, 132]",,,,0.02,,,,0.22,,,,0.02,,,,0.46,,,,0.11,,,,0.0,,,
0.05,,,,"[67, 235, 104, 140]",,,,0.0,,,,0.16,,,,0.04,,,,0.64,,,,0.11,,,,0.0,,,
0.01,,,,"[73, 237, 102, 142]",,,,0.0,,,,0.05,,,,0.03,,,,0.88,,,,0.03,,,,0.0,,,
0.06,,,,"[76, 243, 101, 133]",,,,0.0,,,,0.15,,,,0.01,,,,0.56,,,,0.21,,,,0.0,,,
0.15,,,,"[76, 239, 100, 139]",,,,0.0,,,,0.2,,,,0.02,,,,0.44,,,,0.15,,,,0.03,,,
0.15,,,,"[74, 240, 101, 141]",,,,0.0,,,,0.17,,,,0.03,,,,0.38,,,,0.26,,,,0.01,,,
0.09,,,,"[75, 239, 102, 142]",,,,0.0,,,,0.27,,,,0.08,,,,0.23,,,,0.18,,,,0.14,,,
0.13,,,,"[79, 230, 107, 150]",,,,0.0,,,,0.14,,,,0.03,,,,0.36,,,,0.27,,,,0.06,,,
0.13,,,,"[81, 237, 100, 142]",,,,0.0,,,,0.14,,,,0.05,,,,0.27,,,,0.37,,,,0.04,,,
0.14,,,,"[83, 238, 98, 139]",,,,0.0,,,,0.13,,,,0.04,,,,0.22,,,,0.38,,,,0.1,,,
0.17,,,,"[89, 248, 96, 132]",,,,0.01,,,,0.28,,,,0.03,,,,0.13,,,,0.33,,,,0.05,,,
0.16,,,,"[89, 242, 97, 139]",,,,0.0,,,,0.17,,,,0.03,,,,0.24,,,,0.34,,,,0.05,,,
0.24,,,,"[92, 245, 98, 136]",,,,0.0,,,,0.19,,,,0.04,,,,0.17,,,,0.28,,,,0.08,,,
0.14,,,,"[91, 246, 100, 139]",,,,0.0,,,,0.25,,,,0.01,,,,0.17,,,,0.41,,,,0.01,,,
0.09,,,,"[88, 249, 104, 137]",,,,0.0,,,,0.15,,,,0.0,,,,0.32,,,,0.41,,,,0.03,,,
0.13,0.02,,,"[89, 244, 105, 139]","[283, 613, 13, 16]",,,0.0,0.0,,,0.22,0.26,,,0.0,0.59,,,0.17,0.07,,,0.42,0.04,,,0.07,0.03,,
0.02,0.02,,,"[88, 253, 99, 128]","[283, 613, 13, 16]",,,0.0,0.0,,,0.09,0.26,,,0.0,0.59,,,0.28,0.07,,,0.6,0.04,,,0.01,0.03,,
0.05,,,,"[88, 248, 102, 134]",,,,0.0,,,,0.13,,,,0.01,,,,0.42,,,,0.38,,,,0.01,,,
0.04,,,,"[87, 241, 103, 136]",,,,0.0,,,,0.06,,,,0.0,,,,0.67,,,,0.21,,,,0.01,,,
0.04,,,,"[86, 239, 100, 138]",,,,0.0,,,,0.05,,,,0.03,,,,0.75,,,,0.13,,,,0.01,,,
0.03,,,,"[86, 237, 100, 140]",,,,0.0,,,,0.04,,,,0.03,,,,0.81,,,,0.08,,,,0.0,,,
0.05,0.0,,,"[86, 242, 100, 134]","[283, 614, 13, 14]",,,0.0,0.0,,,0.04,0.07,,,0.08,0.88,,,0.66,0.03,,,0.16,0.02,,,0.0,0.01,,
0.03,0.0,,,"[84, 239, 102, 140]","[283, 614, 13, 14]",,,0.0,0.0,,,0.04,0.07,,,0.08,0.88,,,0.75,0.02,,,0.09,0.02,,,0.0,0.01,,
0.09,0.01,,,"[83, 240, 103, 141]","[283, 613, 13, 16]",,,0.0,0.0,,,0.1,0.23,,,0.06,0.6,,,0.58,0.07,,,0.16,0.04,,,0.02,0.04,,
0.25,,,,"[82, 238, 102, 144]",,,,0.0,,,,0.19,,,,0.05,,,,0.32,,,,0.15,,,,0.04,,,
0.05,,,,"[84, 241, 102, 140]",,,,0.0,,,,0.05,,,,0.04,,,,0.77,,,,0.09,,,,0.01,,,
0.02,,,,"[83, 241, 102, 138]",,,,0.0,,,,0.03,,,,0.05,,,,0.79,,,,0.11,,,,0.0,,,
0.02,,,,"[83, 241, 102, 138]",,,,0.0,,,,0.03,,,,0.05,,,,0.78,,,,0.11,,,,0.0,,,
0.06,,,,"[82, 238, 100, 135]",,,,0.0,,,,0.07,,,,0.16,,,,0.54,,,,0.15,,,,0.02,,,
0.09,,,,"[80, 235, 99, 126]",,,,0.0,,,,0.21,,,,0.11,,,,0.37,,,,0.18,,,,0.05,,,
0.08,,,,"[76, 229, 102, 129]",,,,0.0,,,,0.41,,,,0.13,,,,0.23,,,,0.03,,,,0.11,,,
0.09,,,,"[72, 227, 103, 129]",,,,0.0,,,,0.33,,,,0.08,,,,0.21,,,,0.02,,,,0.27,,,
0.07,,,,"[69, 224, 105, 132]",,,,0.0,,,,0.27,,,,0.01,,,,0.13,,,,0.02,,,,0.5,,,
0.08,,,,"[69, 224, 105, 131]",,,,0.0,,,,0.31,,,,0.01,,,,0.08,,,,0.01,,,,0.51,,,
0.08,,,,"[69, 220, 105, 132]",,,,0.0,,,,0.4,,,,0.0,,,,0.14,,,,0.02,,,,0.34,,,
0.07,,,,"[69, 223, 101, 125]",,,,0.0,,,,0.32,,,,0.01,,,,0.43,,,,0.03,,,,0.14,,,
0.14,,,,"[64, 219, 103, 125]",,,,0.0,,,,0.33,,,,0.0,,,,0.22,,,,0.05,,,,0.26,,,
0.11,,,,"[61, 215, 107, 136]",,,,0.0,,,,0.32,,,,0.0,,,,0.01,,,,0.01,,,,0.55,,,
0.28,,,,"[62, 213, 107, 135]",,,,0.0,,,,0.37,,,,0.0,,,,0.01,,,,0.02,,,,0.32,,,
0.29,,,,"[62, 213, 107, 135]",,,,0.0,,,,0.38,,,,0.0,,,,0.01,,,,0.02,,,,0.3,,,
0.25,,,,"[66, 212, 108, 142]",,,,0.0,,,,0.47,,,,0.0,,,,0.01,,,,0.04,,,,0.21,,,
0.18,,,,"[67, 217, 109, 133]",,,,0.0,,,,0.68,,,,0.0,,,,0.02,,,,0.04,,,,0.07,,,
0.22,,,,"[70, 218, 106, 133]",,,,0.0,,,,0.6,,,,0.0,,,,0.03,,,,0.04,,,,0.1,,,
0.2,,,,"[72, 220, 107, 129]",,,,0.0,,,,0.62,,,,0.0,,,,0.04,,,,0.05,,,,0.08,,,
0.12,,,,"[72, 219, 106, 130]",,,,0.0,,,,0.48,,,,0.0,,,,0.07,,,,0.02,,,,0.32,,,
0.12,,,,"[72, 219, 106, 130]",,,,0.0,,,,0.45,,,,0.0,,,,0.08,,,,0.02,,,,0.33,,,
0.48,,,,"[73, 218, 104, 128]",,,,0.0,,,,0.06,,,,0.0,,,,0.25,,,,0.08,,,,0.13,,,
0.36,,,,"[74, 220, 103, 127]",,,,0.0,,,,0.07,,,,0.01,,,,0.31,,,,0.07,,,,0.18,,,
0.06,,,,"[75, 221, 104, 134]",,,,0.0,,,,0.35,,,,0.0,,,,0.03,,,,0.01,,,,0.54,,,
0.08,,,,"[77, 221, 104, 133]",,,,0.0,,,,0.46,,,,0.0,,,,0.02,,,,0.01,,,,0.43,,,
0.45,,,,"[77, 221, 100, 129]",,,,0.0,,,,0.11,,,,0.01,,,,0.28,,,,0.07,,,,0.08,,,
0.44,,,,"[76, 221, 102, 129]",,,,0.0,,,,0.12,,,,0.01,,,,0.28,,,,0.07,,,,0.08,,,
0.41,,,,"[76, 223, 105, 132]",,,,0.0,,,,0.05,,,,0.0,,,,0.39,,,,0.08,,,,0.07,,,
0.09,,,,"[78, 223, 106, 134]",,,,0.0,,,,0.55,,,,0.01,,,,0.04,,,,0.01,,,,0.3,,,
0.08,0.02,,,"[79, 224, 106, 135]","[282, 612, 15, 17]",,,0.0,0.0,,,0.74,0.06,,,0.0,0.8,,,0.03,0.05,,,0.03,0.05,,,0.12,0.01,,
0.11,0.02,,,"[78, 224, 106, 137]","[282, 612, 15, 17]",,,0.0,0.0,,,0.67,0.07,,,0.01,0.79,,,0.05,0.05,,,0.04,0.05,,,0.12,0.02,,
0.08,,,,"[77, 223, 107, 135]",,,,0.0,,,,0.62,,,,0.01,,,,0.04,,,,0.02,,,,0.24,,,
0.08,,,,"[77, 223, 107, 135]",,,,0.0,,,,0.63,,,,0.01,,,,0.03,,,,0.02,,,,0.23,,,
0.13,,,,"[76, 224, 108, 138]",,,,0.0,,,,0.66,,,,0.0,,,,0.01,,,,0.01,,,,0.19,,,
0.11,,,,"[77, 223, 106, 142]",,,,0.0,,,,0.45,,,,0.0,,,,0.0,,,,0.01,,,,0.42,,,
0.07,,,,"[77, 225, 108, 135]",,,,0.0,,,,0.61,,,,0.0,,,,0.0,,,,0.01,,,,0.31,,,
0.13,,,,"[78, 226, 104, 138]",,,,0.0,,,,0.58,,,,0.02,,,,0.05,,,,0.02,,,,0.19,,,
0.16,,,,"[79, 227, 104, 135]",,,,0.0,,,,0.47,,,,0.02,,,,0.1,,,,0.02,,,,0.22,,,
0.17,,,,"[79, 227, 104, 135]",,,,0.0,,,,0.47,,,,0.02,,,,0.1,,,,0.02,,,,0.22,,,
0.14,,,,"[80, 228, 104, 133]",,,,0.0,,,,0.61,,,,0.01,,,,0.04,,,,0.02,,,,0.17,,,
0.15,,,,"[80, 227, 105, 134]",,,,0.0,,,,0.46,,,,0.01,,,,0.04,,,,0.01,,,,0.32,,,
0.17,,,,"[80, 227, 105, 132]",,,,0.0,,,,0.41,,,,0.02,,,,0.07,,,,0.02,,,,0.31,,,
0.23,,,,"[80, 229, 104, 131]",,,,0.0,,,,0.48,,,,0.01,,,,0.09,,,,0.02,,,,0.16,,,
0.2,,,,"[80, 228, 104, 134]",,,,0.0,,,,0.42,,,,0.03,,,,0.2,,,,0.04,,,,0.1,,,
0.28,,,,"[80, 228, 104, 135]",,,,0.0,,,,0.41,,,,0.03,,,,0.13,,,,0.04,,,,0.11,,,
0.2,,,,"[80, 226, 105, 140]",,,,0.0,,,,0.55,,,,0.02,,,,0.03,,,,0.06,,,,0.14,,,
0.18,,,,"[78, 227, 107, 141]",,,,0.0,,,,0.48,,,,0.03,,,,0.03,,,,0.06,,,,0.21,,,
0.13,,,,"[79, 229, 106, 139]",,,,0.0,,,,0.66,,,,0.02,,,,0.01,,,,0.04,,,,0.14,,,
0.09,,,,"[82, 230, 104, 136]",,,,0.0,,,,0.67,,,,0.01,,,,0.01,,,,0.03,,,,0.19,,,
0.15,,,,"[81, 230, 105, 137]",,,,0.01,,,,0.66,,,,0.03,,,,0.02,,,,0.06,,,,0.07,,,
0.15,,,,"[81, 230, 105, 137]",,,,0.01,,,,0.67,,,,0.03,,,,0.02,,,,0.06,,,,0.07,,,
0.13,,,,"[79, 231, 106, 133]",,,,0.01,,,,0.46,,,,0.08,,,,0.07,,,,0.08,,,,0.16,,,
0.15,,,,"[80, 231, 106, 134]",,,,0.0,,,,0.46,,,,0.07,,,,0.12,,,,0.07,,,,0.13,,,
0.21,,,,"[77, 229, 108, 143]",,,,0.0,,,,0.27,,,,0.13,,,,0.22,,,,0.12,,,,0.06,,,
0.3,,,,"[76, 227, 108, 147]",,,,0.0,,,,0.26,,,,0.11,,,,0.09,,,,0.18,,,,0.06,,,
0.08,,,,"[79, 234, 106, 136]",,,,0.0,,,,0.42,,,,0.05,,,,0.03,,,,0.05,,,,0.36,,,
0.09,,,,"[79, 234, 106, 136]",,,,0.0,,,,0.43,,,,0.06,,,,0.03,,,,0.06,,,,0.33,,,
0.14,,,,"[80, 237, 103, 132]",,,,0.01,,,,0.5,,,,0.03,,,,0.03,,,,0.05,,,,0.25,,,
0.13,,,,"[80, 236, 105, 133]",,,,0.0,,,,0.43,,,,0.04,,,,0.15,,,,0.1,,,,0.14,,,
0.16,0.01,,,"[79, 234, 105, 135]","[283, 613, 12, 16]",,,0.0,0.0,,,0.27,0.11,,,0.07,0.77,,,0.32,0.06,,,0.08,0.02,,,0.1,0.04,,
0.13,0.01,,,"[79, 233, 106, 135]","[282, 613, 15, 17]",,,0.0,0.0,,,0.41,0.12,,,0.01,0.75,,,0.12,0.07,,,0.03,0.02,,,0.29,0.03,,
0.4,,,,"[78, 235, 106, 130]",,,,0.0,,,,0.13,,,,0.0,,,,0.25,,,,0.1,,,,0.12,,,
0.42,,,,"[78, 234, 106, 131]",,,,0.0,,,,0.08,,,,0.0,,,,0.33,,,,0.06,,,,0.1,,,
0.33,,,,"[77, 233, 105, 132]",,,,0.0,,,,0.06,,,,0.01,,,,0.48,,,,0.09,,,,0.03,,,
0.21,,,,"[76, 231, 107, 135]",,,,0.0,,,,0.06,,,,0.01,,,,0.65,,,,0.04,,,,0.03,,,
0.16,,,,"[77, 232, 106, 137]",,,,0.0,,,,0.55,,,,0.0,,,,0.12,,,,0.04,,,,0.13,,,
0.15,,,,"[76, 233, 107, 135]",,,,0.0,,,,0.62,,,,0.0,,,,0.07,,,,0.05,,,,0.1,,,
0.18,0.06,,,"[75, 234, 105, 134]","[282, 610, 14, 17]",,,0.0,0.0,,,0.54,0.22,,,0.01,0.54,,,0.09,0.1,,,0.07,0.06,,,0.12,0.03,,
0.18,,,,"[75, 234, 105, 134]",,,,0.0,,,,0.54,,,,0.01,,,,0.09,,,,0.07,,,,0.11,,,
0.15,0.06,,,"[22, 258, 106, 135]","[209, 221, 87, 117]",,,0.01,0.0,,,0.06,0.02,,,0.17,0.16,,,0.52,0.74,,,0.08,0.02,,,0.01,0.0,,
0.05,0.08,,,"[21, 268, 102, 124]","[208, 222, 88, 116]",,,0.0,0.0,,,0.06,0.03,,,0.08,0.14,,,0.72,0.72,,,0.08,0.03,,,0.0,0.0,,
0.08,0.08,,,"[21, 267, 102, 125]","[208, 222, 87, 116]",,,0.01,0.0,,,0.09,0.03,,,0.11,0.15,,,0.63,0.72,,,0.08,0.02,,,0.01,0.0,,
0.21,0.06,,,"[21, 258, 107, 136]","[207, 221, 90, 118]",,,0.02,0.0,,,0.03,0.03,,,0.11,0.18,,,0.55,0.72,,,0.06,0.02,,,0.01,0.0,,
0.05,0.06,,,"[21, 267, 101, 125]","[208, 221, 89, 117]",,,0.0,0.0,,,0.05,0.03,,,0.07,0.12,,,0.76,0.77,,,0.06,0.02,,,0.0,0.0,,
0.05,0.06,,,"[21, 267, 101, 125]","[208, 221, 88, 117]",,,0.0,0.0,,,0.05,0.04,,,0.06,0.11,,,0.77,0.77,,,0.06,0.02,,,0.0,0.0,,
0.06,0.09,,,"[20, 267, 103, 127]","[208, 222, 88, 116]",,,0.0,0.0,,,0.03,0.05,,,0.07,0.1,,,0.78,0.73,,,0.06,0.03,,,0.0,0.0,,
0.07,0.06,,,"[21, 267, 102, 127]","[208, 221, 88, 117]",,,0.0,0.0,,,0.03,0.03,,,0.06,0.09,,,0.76,0.79,,,0.08,0.02,,,0.0,0.0,,
0.04,0.06,,,"[21, 268, 100, 123]","[207, 221, 89, 117]",,,0.0,0.0,,,0.05,0.03,,,0.05,0.12,,,0.79,0.76,,,0.06,0.02,,,0.0,0.0,,
0.07,0.1,,,"[20, 268, 100, 123]","[207, 220, 89, 117]",,,0.0,0.0,,,0.06,0.05,,,0.04,0.08,,,0.74,0.74,,,0.08,0.03,,,0.0,0.0,,
0.07,0.05,,,"[20, 268, 100, 123]","[207, 220, 89, 118]",,,0.0,0.0,,,0.08,0.03,,,0.04,0.09,,,0.71,0.81,,,0.09,0.02,,,0.01,0.0,,
0.07,0.05,,,"[20, 268, 100, 123]","[207, 220, 89, 118]",,,0.0,0.0,,,0.08,0.03,,,0.04,0.08,,,0.71,0.81,,,0.09,0.02,,,0.01,0.0,,
0.06,0.17,,,"[20, 268, 100, 123]","[206, 222, 87, 114]",,,0.0,0.0,,,0.07,0.08,,,0.04,0.06,,,0.74,0.65,,,0.08,0.03,,,0.01,0.0,,
0.07,0.19,,,"[20, 269, 100, 121]","[206, 222, 86, 114]",,,0.01,0.0,,,0.08,0.11,,,0.07,0.07,,,0.67,0.59,,,0.09,0.04,,,0.01,0.0,,
0.08,0.16,,,"[20, 269, 99, 121]","[205, 222, 88, 114]",,,0.01,0.0,,,0.1,0.09,,,0.04,0.09,,,0.66,0.64,,,0.1,0.03,,,0.01,0.0,,
0.08,0.14,,,"[20, 268, 100, 123]","[206, 222, 86, 114]",,,0.01,0.0,,,0.09,0.09,,,0.04,0.09,,,0.68,0.65,,,0.1,0.03,,,0.01,0.0,,
0.08,0.16,0.01,,"[20, 269, 99, 121]","[206, 222, 87, 114]","[283, 613, 12, 16]",,0.01,0.0,0.0,,0.11,0.09,0.12,,0.04,0.07,0.77,,0.64,0.63,0.05,,0.1,0.04,0.02,,0.01,0.0,0.02,
0.08,0.14,,,"[20, 269, 99, 121]","[205, 222, 88, 114]",,,0.01,0.0,,,0.1,0.09,,,0.04,0.07,,,0.66,0.66,,,0.1,0.03,,,0.01,0.0,,
0.06,0.1,,,"[20, 268, 99, 122]","[205, 222, 88, 114]",,,0.01,0.0,,,0.08,0.08,,,0.05,0.09,,,0.7,0.7,,,0.1,0.03,,,0.01,0.0,,
